Overall entropy: 7.82459616362384
Size of tokens: 15416
Size of types: 1610

word	freq	prob	entropy
ϲ	1155	0.07492215879605604	3.738463719992301
Ϯ	927	0.06013233004670472	4.055715327670191
ϰ	888	0.057602490918526206	4.117724989945615
ϻ	727	0.047158796056045664	4.406329302376127
Ѐ	477	0.030941878567721848	5.01429540029021
Ђ	435	0.028217436429683447	5.147269265559631
ϫЀ	354	0.022963155163466527	5.444535306212724
Ϲ	309	0.02004411001556824	5.640677828391347
ϰЀ	256	0.01660612350804359	5.912140856295722
ϰϱ	205	0.013297872340425532	6.232660756790275
ϸϱ	184	0.011935651271406332	6.388578900238708
ϷϽ	159	0.010313959522573949	6.599257901011367
Ϲϲ	149	0.009665282823040997	6.69297233583356
ϸЀ	124	0.008043591074208614	6.9579445459088465
ϰϮ	121	0.007848988064348729	6.993277619021127
ϰϲ	120	0.007784120394395433	7.005250260687204
ϲϪ	118	0.007654385054488843	7.02949780693388
Ѐϭ	115	0.007459782044628957	7.066650805351347
ϲϲ	100	0.006486766995329528	7.268284666520996
ϲϨ	97	0.006292163985469642	7.312228014108594
ϰϪ	95	0.006162428645563051	7.3422852479647736
ϾϨ	93	0.006032693305656461	7.3729820451876895
Ϩϱ	91	0.00590295796574987	7.404346216097024
ϹϨ	90	0.005838090295796575	7.420287759966047
ϾЀ	89	0.00577322262584328	7.436407425329323
ϰϲЂ	87	0.005643487285936689	7.4691973604469935
ϱϹϰЀ	85	0.005513751946030099	7.50274992015802
ϲϳЀ	81	0.005254281266216918	7.572290853411096
Ѐϲ	78	0.005059678256357032	7.626738637433474
Ϲϱ	77	0.004994810586403736	7.64535431560082
ϰЀϨ	68	0.0044110015568240785	7.824678015045382
ϲϳЀϱ	66	0.004281266216917488	7.867746736937267
ЀϾ	66	0.004281266216917488	7.867746736937267
Ͽ	55	0.0035677218474312405	8.130781142771061
Ђϱϰ	55	0.0035677218474312405	8.130781142771061
ϨϺ	54	0.003502854177477945	8.157253354132253
ϱЀ	53	0.0034379865075246496	8.18422040173252
Ђϴ	52	0.0033731188375713543	8.211701138154629
ЀϽϰ	50	0.003243383497664764	8.268284666520996
Ϩϸ	50	0.003243383497664764	8.268284666520996
ϭ	49	0.0031785158277114686	8.297431012180514
ϬЀϱ	47	0.003048780487804878	8.357552004618084
ϱϲϲ	47	0.003048780487804878	8.357552004618084
ϰϮϴ	47	0.003048780487804878	8.357552004618084
ϫϲϭ	47	0.003048780487804878	8.357552004618084
Ϲϸ	46	0.002983912817851583	8.38857890023871
ϺϾϱ	46	0.002983912817851583	8.38857890023871
Ϩϲ	45	0.0029190451478982877	8.420287759966046
ϳϲ	45	0.0029190451478982877	8.420287759966046
Ϩ	43	0.002789309807991697	8.485876101593623
ϹϺ	43	0.002789309807991697	8.485876101593623
ϸϱϴ	43	0.002789309807991697	8.485876101593623
ϭϲϾ	43	0.002789309807991697	8.485876101593623
ϲϱ	42	0.0027244421380384016	8.51982343351696
ϹϷϮ	41	0.0026595744680851063	8.554588851677638
ϲϪϨ	40	0.002594706798131811	8.59021276140836
ϭϺ	39	0.002529839128178516	8.626738637433473
ϾϸЀ	39	0.002529839128178516	8.626738637433473
ϸϨЀ	37	0.0024001037882719254	8.702687490666772
Ϯϰ	37	0.0024001037882719254	8.702687490666772
ϫϨϸ	37	0.0024001037882719254	8.702687490666772
ϮϺϭϨ	37	0.0024001037882719254	8.702687490666772
ϱϲ	37	0.0024001037882719254	8.702687490666772
Ͻϰ	36	0.00233523611831863	8.74221585485341
ϮϽϱ	36	0.00233523611831863	8.74221585485341
ϲϻЀ	35	0.002270368448365335	8.782857839350754
ϰϨ	35	0.002270368448365335	8.782857839350754
ϰϮϴϱ	34	0.0022055007784120392	8.824678015045382
ϰϰ	34	0.0022055007784120392	8.824678015045382
ϱϰ	34	0.0022055007784120392	8.824678015045382
Ϯϱ	33	0.002140633108458744	8.867746736937267
ϭϩ	33	0.002140633108458744	8.867746736937267
ϮϺϺ	32	0.0020757654385054488	8.912140856295721
Ϲϴ	31	0.0020108977685521535	8.957944545908846
ϰЀϴ	31	0.0020108977685521535	8.957944545908846
ЂϺ	31	0.0020108977685521535	8.957944545908846
ϸϨ	31	0.0020108977685521535	8.957944545908846
ϳϹ	30	0.0019460300985988583	9.005250260687202
ϱϷϺ	29	0.001881162428645563	9.054159861168149
ϮϱϨ	28	0.0018162947586922678	9.104785934238118
Ѐϻ	28	0.0018162947586922678	9.104785934238118
ϲϷ	27	0.0017514270887389724	9.157253354132253
ϲϨϨ	27	0.0017514270887389724	9.157253354132253
ϲϨϴ	27	0.0017514270887389724	9.157253354132253
ϼЀ	27	0.0017514270887389724	9.157253354132253
ϨϮ	26	0.0016865594187856772	9.211701138154629
ϼϨ	26	0.0016865594187856772	9.211701138154629
ϸϲ	26	0.0016865594187856772	9.211701138154629
ϺϾ	26	0.0016865594187856772	9.211701138154629
ϰϹϨ	26	0.0016865594187856772	9.211701138154629
ϾϹϻ	25	0.001621691748832382	9.268284666520996
ϼЀϨ	25	0.001621691748832382	9.268284666520996
ϹϾϮ	25	0.001621691748832382	9.268284666520996
ϮϽϨ	24	0.0015568240788790867	9.327178355574565
Ϯϫ	24	0.0015568240788790867	9.327178355574565
ϸЀϨ	23	0.0014919564089257915	9.38857890023871
ϲϹϱϨ	23	0.0014919564089257915	9.38857890023871
ϫϺ	23	0.0014919564089257915	9.38857890023871
Ϯϲ	22	0.001427088738972496	9.452709237658425
ϯϹ	22	0.001427088738972496	9.452709237658425
ϻϴ	22	0.001427088738972496	9.452709237658425
ϪϺ	22	0.001427088738972496	9.452709237658425
ϰЀϨϴ	21	0.0013622210690192008	9.519823433516962
ϹϺϱ	21	0.0013622210690192008	9.519823433516962
ϪϺϱ	21	0.0013622210690192008	9.519823433516962
ϱϺϨ	20	0.0012973533990659055	9.59021276140836
ϭϫϭ	20	0.0012973533990659055	9.59021276140836
ϺϾϨ	20	0.0012973533990659055	9.59021276140836
ϹϾϨ	20	0.0012973533990659055	9.59021276140836
Ϩϱϴ	20	0.0012973533990659055	9.59021276140836
ϱϰϺ	20	0.0012973533990659055	9.59021276140836
ϫЀϴ	19	0.0012324857291126103	9.664213342852134
ϬϺ	19	0.0012324857291126103	9.664213342852134
ϰϹ	19	0.0012324857291126103	9.664213342852134
ϭϫϺ	19	0.0012324857291126103	9.664213342852134
ϰϱϲϱ	19	0.0012324857291126103	9.664213342852134
ϸϻϴ	19	0.0012324857291126103	9.664213342852134
ϷϨ	18	0.001167618059159315	9.74221585485341
ϷЀ	18	0.001167618059159315	9.74221585485341
ϷϫϱϨϴ	18	0.001167618059159315	9.74221585485341
ϰϺϨ	18	0.001167618059159315	9.74221585485341
ЁϹϺϱ	17	0.0011027503892060196	9.824678015045382
ϰϽϨ	17	0.0011027503892060196	9.824678015045382
ϫϱϨ	17	0.0011027503892060196	9.824678015045382
ϯϮ	17	0.0011027503892060196	9.824678015045382
ϲϰϱϨ	17	0.0011027503892060196	9.824678015045382
ϱϷ	17	0.0011027503892060196	9.824678015045382
ϹϾЀ	17	0.0011027503892060196	9.824678015045382
ϪϱϨ	17	0.0011027503892060196	9.824678015045382
ϱϭ	17	0.0011027503892060196	9.824678015045382
Ϻϱ	17	0.0011027503892060196	9.824678015045382
ϲϪϱ	17	0.0011027503892060196	9.824678015045382
ϰϨϮ	17	0.0011027503892060196	9.824678015045382
ϱϲϮ	16	0.0010378827192527244	9.912140856295721
ϭϱϴ	16	0.0010378827192527244	9.912140856295721
ϰϩЀ	16	0.0010378827192527244	9.912140856295721
ϽϽ	16	0.0010378827192527244	9.912140856295721
ϹϱϺ	16	0.0010378827192527244	9.912140856295721
ϯЀϫ	16	0.0010378827192527244	9.912140856295721
ϮϺ	16	0.0010378827192527244	9.912140856295721
ϾЀϱ	16	0.0010378827192527244	9.912140856295721
ϾϻϨϴϱ	16	0.0010378827192527244	9.912140856295721
ϩϽ	15	0.0009730150492994292	10.005250260687202
ϽϱϺ	15	0.0009730150492994292	10.005250260687202
Ё	15	0.0009730150492994292	10.005250260687202
ϱϺϷ	15	0.0009730150492994292	10.005250260687202
ϹϪϺ	15	0.0009730150492994292	10.005250260687202
ϾϮ	15	0.0009730150492994292	10.005250260687202
ϾϻϨ	15	0.0009730150492994292	10.005250260687202
ϷϹ	15	0.0009730150492994292	10.005250260687202
ϱϹЀ	15	0.0009730150492994292	10.005250260687202
ϲϫϮ	15	0.0009730150492994292	10.005250260687202
ϮϺϭϨϴ	15	0.0009730150492994292	10.005250260687202
ЂϺϨ	14	0.0009081473793461339	10.104785934238118
ϱ	14	0.0009081473793461339	10.104785934238118
ϸϼЀ	14	0.0009081473793461339	10.104785934238118
ЀϮϳ	14	0.0009081473793461339	10.104785934238118
ϮϹ	14	0.0009081473793461339	10.104785934238118
ϯЀ	14	0.0009081473793461339	10.104785934238118
Ϩϰ	14	0.0009081473793461339	10.104785934238118
ϫϭϱ	14	0.0009081473793461339	10.104785934238118
ϮϰϨϨ	13	0.0008432797093928386	10.211701138154629
ϽЀ	13	0.0008432797093928386	10.211701138154629
ϲϫϫ	13	0.0008432797093928386	10.211701138154629
Ϫϱ	13	0.0008432797093928386	10.211701138154629
ϫϫ	13	0.0008432797093928386	10.211701138154629
Ёϱ	13	0.0008432797093928386	10.211701138154629
ЁϹϸ	13	0.0008432797093928386	10.211701138154629
ϰϳ	13	0.0008432797093928386	10.211701138154629
ЁϮϹ	13	0.0008432797093928386	10.211701138154629
ϰϮϨ	13	0.0008432797093928386	10.211701138154629
ϮЂ	13	0.0008432797093928386	10.211701138154629
ЂϺϱ	13	0.0008432797093928386	10.211701138154629
ϾϸЀϱ	13	0.0008432797093928386	10.211701138154629
ϱЀϨ	13	0.0008432797093928386	10.211701138154629
ϱϭϪ	13	0.0008432797093928386	10.211701138154629
ϫϲϲ	13	0.0008432797093928386	10.211701138154629
ϳϺϱ	13	0.0008432797093928386	10.211701138154629
ϮЀ	12	0.0007784120394395433	10.327178355574565
ϹϱЀϰ	12	0.0007784120394395433	10.327178355574565
ϮϹϨ	12	0.0007784120394395433	10.327178355574565
ϫϮϹ	12	0.0007784120394395433	10.327178355574565
ϹϮϲ	12	0.0007784120394395433	10.327178355574565
ϯЀϨ	12	0.0007784120394395433	10.327178355574565
ϷϽϨ	12	0.0007784120394395433	10.327178355574565
ϩϺ	12	0.0007784120394395433	10.327178355574565
ϫϷ	12	0.0007784120394395433	10.327178355574565
ϹϷϮϱ	12	0.0007784120394395433	10.327178355574565
ϰϮϲϨ	12	0.0007784120394395433	10.327178355574565
ϲϱϨ	12	0.0007784120394395433	10.327178355574565
ϹϳϺϱ	12	0.0007784120394395433	10.327178355574565
Ϸϱ	12	0.0007784120394395433	10.327178355574565
ϲϾϲ	12	0.0007784120394395433	10.327178355574565
ϷϺϷϺϨ	11	0.000713544369486248	10.452709237658425
ϹϰϺ	11	0.000713544369486248	10.452709237658425
ϮϺϭ	11	0.000713544369486248	10.452709237658425
ϹЁϮ	11	0.000713544369486248	10.452709237658425
Ϲϲϱ	11	0.000713544369486248	10.452709237658425
ЁϱϨ	11	0.000713544369486248	10.452709237658425
ϰϺЀϱ	11	0.000713544369486248	10.452709237658425
ϹϮϺ	11	0.000713544369486248	10.452709237658425
ϫϲϩϨ	10	0.0006486766995329528	10.59021276140836
ϰϱϨ	10	0.0006486766995329528	10.59021276140836
ЀϽϰϨ	10	0.0006486766995329528	10.59021276140836
ϾϲϨ	10	0.0006486766995329528	10.59021276140836
ϸϨϫ	10	0.0006486766995329528	10.59021276140836
ϲϻЀϨ	10	0.0006486766995329528	10.59021276140836
ϪϺϫ	10	0.0006486766995329528	10.59021276140836
ЁϮ	10	0.0006486766995329528	10.59021276140836
ϮЀϱϨ	10	0.0006486766995329528	10.59021276140836
ϫϫϱ	10	0.0006486766995329528	10.59021276140836
ϮϺϨ	9	0.0005838090295796575	10.74221585485341
ϮЀϫϨ	9	0.0005838090295796575	10.74221585485341
ϰϱϫ	9	0.0005838090295796575	10.74221585485341
ϸ	9	0.0005838090295796575	10.74221585485341
ϫϹϪ	9	0.0005838090295796575	10.74221585485341
ЀϽϱϴ	9	0.0005838090295796575	10.74221585485341
ϫϮ	9	0.0005838090295796575	10.74221585485341
ϰϾ	9	0.0005838090295796575	10.74221585485341
ϪϰϺ	9	0.0005838090295796575	10.74221585485341
ϺϨ	9	0.0005838090295796575	10.74221585485341
ϸϺ	9	0.0005838090295796575	10.74221585485341
