Overall entropy: 6.6342601216983725
Size of tokens: 10704
Size of types: 430

word	freq	prob	entropy
ʔɦʨʦʁ	711	0.0664237668161435	3.912156651022046
ɽʢʖʜʕ	618	0.05773542600896861	4.114399372737086
ʠʨʢ	561	0.05241031390134529	4.254005440032668
ʝʦɶʨʐ	464	0.043348281016442454	4.527881405513889
ʕʎʗʉʀ	371	0.03465994020926756	4.8505870240206574
ʓʅʞʡ	362	0.033819133034379674	4.886016513558255
ʝɻʏɯʧ	332	0.03101644245142003	5.010822969294536
ʁʖɶʒ	278	0.025971599402092677	5.266921327917954
ʝʢʤɮ	273	0.025504484304932736	5.293105259721608
ʞʟʝ	255	0.02382286995515695	5.391508963782604
ʌʌɤʄ	208	0.01943198804185351	5.685422682500369
ʁɤɤʢʞ	203	0.018964872944693574	5.720526483456285
ɨʦɶʖʣ	195	0.01821748878923767	5.77853208689185
ʧʂʂ	191	0.017843796711509714	5.808433572605712
ʣʓʑʝ	185	0.017283258594917788	5.854480940125149
ʌʏɳɮ	181	0.016909566517189837	5.886016513558255
ʊɬʜɽʑ	160	0.014947683109118086	6.063934305754099
ʨʝɵ	139	0.012985799701046338	6.266921327917954
ʤɯʝɵ	137	0.012798953662182361	6.287830317680934
ʇɵʢʖ	137	0.012798953662182361	6.287830317680934
ʜʇʚʕʗ	111	0.010369955156950673	6.5914465342913555
ʥʣʒ	110	0.010276532137518685	6.604502687116801
ʜʅʤʜ	107	0.00999626307922272	6.644395414240314
ʙʟɾʌʕ	106	0.009902840059790733	6.657941946078262
ɿʓɩɾ	98	0.009155455904334827	6.771152556526253
ʚʠʕʓʍ	96	0.008968609865470852	6.800899899920305
ʘʏʠɿɼ	92	0.0085949177877429	6.862300444584448
ʟʔɺʁ	90	0.008408071748878924	6.894009304311786
ʆʡʙ	79	0.007380418535127055	7.082081652464358
ʏʥʌʅ	74	0.006913303437967115	7.176409035012512
ʄʂʙ	73	0.006819880418535127	7.196037841761444
ʙʗʓʀʧ	71	0.006633034379671151	7.236115281136779
ʛʦʦ	71	0.006633034379671151	7.236115281136779
ʉɣʗɸ	64	0.005979073243647235	7.385862400641462
ɸɹʛ	64	0.005979073243647235	7.385862400641462
ʐʞʆ	64	0.005979073243647235	7.385862400641462
ʇɺʝʧʣ	61	0.005698804185351271	7.455125063078574
ʣʐɲɲʄ	56	0.00523168908819133	7.578507478583858
ʘʛʢ	55	0.005138266068759343	7.604502687116801
ʇʥʂʅ	52	0.004857997010463378	7.685422682500369
ʍɤʜ	50	0.004671150971599402	7.742006210866736
ʕʢʥʐʡ	50	0.004671150971599402	7.742006210866736
ʓʂɫ	50	0.004671150971599402	7.742006210866736
ʢʇʠʄɴ	48	0.004484304932735426	7.800899899920305
ʐʨɩ	46	0.00429745889387145	7.862300444584448
ʊʍʊʐ	45	0.004204035874439462	7.894009304311786
ʌʞʒʕʉ	43	0.0040171898355754855	7.959597645939364
ʚʉʥ	42	0.003923766816143498	7.993544977862701
ʐʥʢ	42	0.003923766816143498	7.993544977862701
ʣʦʥʆʕ	41	0.0038303437967115096	8.028310396023377
ʜɱʖʊ	40	0.0037369207772795215	8.063934305754099
ɹʙɯ	39	0.0036434977578475337	8.100460181779212
ʙɺʤ	39	0.0036434977578475337	8.100460181779212
ɵʤʧʖʤ	37	0.0034566517189835574	8.176409035012512
ɰʢʗʒʙ	37	0.0034566517189835574	8.176409035012512
ʏɳʣʃʝ	37	0.0034566517189835574	8.176409035012512
ʗɱʘʇ	35	0.0032698056801195815	8.256579383696494
ʑʥʆɿ	34	0.0031763826606875933	8.298399559391122
ʛʗʥʗ	33	0.003082959641255605	8.341468281283008
ʢʘʈɾʑ	33	0.003082959641255605	8.341468281283008
ʄʉʦɯʗ	30	0.002802690582959641	8.478971805032943
ʜʏʧʚ	30	0.002802690582959641	8.478971805032943
ʑɶɺ	30	0.002802690582959641	8.478971805032943
ʕʓʗʥʉ	28	0.002615844544095665	8.578507478583857
ʖɹʐ	28	0.002615844544095665	8.578507478583857
